order_id,customer_id,order_date,order_status,currency,total_amount,created_at,updated_at
ORD0000176,CUST00064,2026-05-06,completed,USD,3191.53,2026-05-06T14:22:20,2026-05-06T14:22:20
ORD0000177,CUST00097,2026-05-06,completed,EUR,1767.74,2026-05-06T14:11:21,2026-05-06T14:11:21
ORD0000178,CUST00062,2026-05-06,completed,USD,3250.16,2026-05-06T22:46:02,2026-05-06T22:46:02
ORD0000179,CUST00178,2026-05-06,completed,EUR,1426.95,2026-05-06T22:19:35,2026-05-06T22:19:35
ORD0000180,CUST00069,2026-05-06,cancelled,USD,2006.64,2026-05-06T19:22:02,2026-05-06T19:22:02
ORD0000181,CUST00035,2026-05-06,completed,EUR,2784.02,2026-05-06T06:38:28,2026-05-06T06:38:28
ORD0000182,CUST00116,2026-05-06,completed,USD,3518.11,2026-05-06T22:29:27,2026-05-06T22:29:27
ORD0000183,CUST00083,2026-05-06,completed,USD,1684.25,2026-05-06T06:50:13,2026-05-06T06:50:13
ORD0000184,CUST00006,2026-05-06,completed,USD,5117.97,2026-05-06T19:28:39,2026-05-06T19:28:39
ORD0000185,CUST00033,2026-05-06,completed,USD,4770.94,2026-05-06T09:48:03,2026-05-06T09:48:03
ORD0000186,CUST00024,2026-05-06,cancelled,EUR,1817.54,2026-05-06T08:28:34,2026-05-06T08:28:34
ORD0000187,CUST00108,2026-05-06,completed,USD,1307.42,2026-05-06T12:26:55,2026-05-06T12:26:55
ORD0000188,CUST00119,2026-05-06,completed,EUR,2139.25,2026-05-06T13:31:19,2026-05-06T13:31:19
ORD0000189,CUST00193,2026-05-06,cancelled,USD,1208.3,2026-05-06T02:55:15,2026-05-06T02:55:15
ORD0000190,CUST00019,2026-05-06,pending,USD,1144.75,2026-05-06T14:17:15,2026-05-06T14:17:15
ORD0000191,CUST00098,2026-05-06,completed,USD,5547.28,2026-05-06T09:06:18,2026-05-06T09:06:18
ORD0000192,CUST00099,2026-05-06,refunded,USD,3353.99,2026-05-06T09:03:51,2026-05-06T09:03:51
ORD0000193,CUST00051,2026-05-06,cancelled,USD,1346.9,2026-05-06T01:13:12,2026-05-06T01:13:12
ORD0000194,CUST00171,2026-05-06,completed,EUR,438.51,2026-05-06T18:58:26,2026-05-06T18:58:26
ORD0000195,CUST00083,2026-05-06,pending,USD,3357.99,2026-05-06T11:21:48,2026-05-06T11:21:48
ORD0000196,CUST00134,2026-05-06,completed,EUR,4259.68,2026-05-06T20:00:34,2026-05-06T20:00:34
ORD0000197,CUST00051,2026-05-06,completed,USD,422.27,2026-05-06T10:52:46,2026-05-06T10:52:46
ORD0000198,CUST00029,2026-05-06,completed,USD,965.15,2026-05-06T07:55:45,2026-05-06T07:55:45
ORD0000199,CUST00043,2026-05-06,completed,USD,653.96,2026-05-06T00:32:54,2026-05-06T00:32:54
ORD0000200,CUST00063,2026-05-06,cancelled,USD,3003.44,2026-05-06T14:24:39,2026-05-06T14:24:39
ORD0000201,CUST00177,2026-05-06,completed,USD,422.95,2026-05-06T17:18:14,2026-05-06T17:18:14
