order_id,customer_id,order_date,order_status,currency,total_amount,created_at,updated_at
ORD0000089,CUST00110,2026-05-04,refunded,USD,132.17,2026-05-04T00:01:28,2026-05-04T00:01:28
ORD0000090,CUST00167,2026-05-04,completed,USD,2288.17,2026-05-04T04:48:10,2026-05-04T04:48:10
ORD0000091,CUST00024,2026-05-04,completed,EUR,365.36,2026-05-04T09:58:36,2026-05-04T09:58:36
ORD0000092,CUST00171,2026-05-04,cancelled,USD,576.5,2026-05-04T13:32:18,2026-05-04T13:32:18
ORD0000093,CUST00161,2026-05-04,pending,USD,3638.36,2026-05-04T14:25:49,2026-05-04T14:25:49
ORD0000094,CUST00110,2026-05-04,completed,USD,3696.12,2026-05-04T08:31:29,2026-05-04T08:31:29
ORD0000095,CUST00055,2026-05-04,cancelled,EUR,520.41,2026-05-04T00:02:22,2026-05-04T00:02:22
ORD0000096,CUST00133,2026-05-04,completed,USD,3349.87,2026-05-04T08:14:07,2026-05-04T08:14:07
ORD0000097,CUST00031,2026-05-04,cancelled,USD,835.67,2026-05-04T12:30:32,2026-05-04T12:30:32
ORD0000098,CUST00123,2026-05-04,pending,USD,970.76,2026-05-04T04:48:44,2026-05-04T04:48:44
ORD0000099,CUST00027,2026-05-04,completed,USD,3703.09,2026-05-04T03:43:45,2026-05-04T03:43:45
ORD0000100,CUST00098,2026-05-04,completed,EUR,669.52,2026-05-04T04:59:33,2026-05-04T04:59:33
ORD0000101,CUST00165,2026-05-04,cancelled,EUR,1706.83,2026-05-04T04:50:51,2026-05-04T04:50:51
ORD0000102,CUST00145,2026-05-04,pending,USD,125.32,2026-05-04T19:18:54,2026-05-04T19:18:54
ORD0000103,CUST00090,2026-05-04,completed,USD,2800.66,2026-05-04T16:01:24,2026-05-04T16:01:24
ORD0000104,CUST00106,2026-05-04,cancelled,USD,705.13,2026-05-04T05:30:40,2026-05-04T05:30:40
ORD0000105,CUST00023,2026-05-04,completed,USD,2128.37,2026-05-04T07:54:34,2026-05-04T07:54:34
ORD0000106,CUST00151,2026-05-04,refunded,USD,781.88,2026-05-04T04:29:02,2026-05-04T04:29:02
ORD0000107,CUST00081,2026-05-04,cancelled,USD,1594.14,2026-05-04T15:38:00,2026-05-04T15:38:00
ORD0000108,CUST00022,2026-05-04,cancelled,USD,1130.09,2026-05-04T23:28:11,2026-05-04T23:28:11
ORD0000109,CUST00073,2026-05-04,completed,USD,2829.71,2026-05-04T22:07:18,2026-05-04T22:07:18
ORD0000110,CUST00078,2026-05-04,cancelled,USD,2697.16,2026-05-04T23:58:18,2026-05-04T23:58:18
ORD0000111,CUST00192,2026-05-04,completed,USD,1674.46,2026-05-04T06:52:06,2026-05-04T06:52:06
ORD0000112,CUST00127,2026-05-04,completed,USD,4583.16,2026-05-04T08:42:50,2026-05-04T08:42:50
ORD0000113,CUST00153,2026-05-04,completed,USD,860.6,2026-05-04T23:13:54,2026-05-04T23:13:54
ORD0000114,CUST00093,2026-05-04,completed,EUR,1202.54,2026-05-04T00:26:21,2026-05-04T00:26:21
ORD0000115,CUST00108,2026-05-04,pending,USD,1164.02,2026-05-04T20:41:38,2026-05-04T20:41:38
ORD0000116,CUST00198,2026-05-04,completed,USD,2852.15,2026-05-04T17:08:56,2026-05-04T17:08:56
ORD0000117,CUST00068,2026-05-04,completed,USD,1158.26,2026-05-04T00:30:07,2026-05-04T00:30:07
ORD0000118,CUST00130,2026-05-04,completed,GBP,3517.83,2026-05-04T14:29:23,2026-05-04T14:29:23
ORD0000119,CUST00109,2026-05-04,completed,EUR,1085.7,2026-05-04T15:07:31,2026-05-04T15:07:31
ORD0000120,CUST00138,2026-05-04,cancelled,USD,1745.96,2026-05-04T19:32:08,2026-05-04T19:32:08
ORD0000121,CUST00021,2026-05-04,completed,USD,2670.02,2026-05-04T11:17:00,2026-05-04T11:17:00
ORD0000122,CUST00138,2026-05-04,completed,USD,1753.02,2026-05-04T05:39:25,2026-05-04T05:39:25
